node_a,node_b,bidirectional_n
1492370,1909047,7
1492370,1920255,37
1492370,1949435,34
1492370,1952341,2
1492370,1983777,4
1492370,2009087,31
1492370,2028099,26
1492370,2035914,3
1492370,2038667,26
1492370,2042862,2
1492370,2060106,7
1492370,2083613,2
1492370,266580,2
1492370,449821,1
1492370,480467,1
1492370,644244,1
1492370,external1492370,4
1492555,1607917,5
1492555,external1492555,6
1312277,1492679,7
1425352,1492679,7
1492679,1524498,8
1492679,1594431,8
1492679,1636826,23
1492679,1651940,8
1492679,169797,7
1492679,1706538,9
1492679,1763807,24
1492679,1770468,7
1492679,1786015,8
1492679,1796195,9
1492679,1815816,7
1492679,1830983,10
1492679,1831128,26
1492679,1936854,7
1492679,1941455,9
1492679,1946142,8
1492679,1984246,18
1492679,2047880,10
1492679,2074966,27
1492679,567841,8
1492679,580486,8
1492679,609256,8
1492679,62641,7
1492679,841387,7
1492679,888093,7
1492679,92759,8
1492679,931698,8
1492679,952821,7
1492679,external1492679,4
1012664,1494148,1
1194287,1494148,1
1224245,1494148,2
1448061,1494148,2
1485450,1494148,2
1494148,1508923,4
1494148,1537207,2
1494148,1557777,2
1494148,1561938,1
1494148,1569963,11
1494148,1627198,3
1494148,1633558,5
1494148,1636010,5
1494148,1660523,1
1494148,1682503,2
1494148,1691480,2
1494148,1695328,1
1494148,1696753,4
1494148,1713404,3
1494148,1728164,4
1494148,1728432,3
1494148,1753118,3
1494148,1764153,1
1494148,1765818,1
1494148,1788413,2
1494148,1791838,3
1494148,1803705,3
1494148,1804735,1
1494148,1871817,2
1494148,1874534,6
1494148,1897980,2
1494148,1908858,5
1494148,1909047,5
1494148,1938066,1
1494148,1946142,1
1494148,1949435,4
1494148,2001739,2
1494148,2028099,3
1494148,204101,1
1494148,2042540,4
1494148,2049819,2
1494148,2081231,1
1494148,2091832,4
1494148,258967,2
1494148,298495,1
1494148,304161,1
1494148,333252,1
1494148,36450,2
1494148,374824,1
1494148,396030,1
1494148,398487,2
1494148,440632,1
1494148,467299,1
1494148,48730,1
1494148,509441,1
1494148,673451,1
1494148,690597,2
1494148,703296,1
1494148,731228,2
1494148,776705,2
1494148,884977,2
1494148,936244,1
1494148,94067,2
1494148,959427,2
1494148,965076,1
1494148,999107,1
1494148,external1494148,3
1494544,1505024,2
1494544,1638051,3
1494544,external1494544,3
1494697,1497676,20
1494697,1578523,18
1494697,1684033,22
1494697,1739364,17
1494697,1745223,24
1494697,1773283,17
1494697,1836075,22
1494697,1837146,21
1494697,1860181,17
1494697,1901680,17
1494697,1919714,21
1494697,1932220,19
1494697,external1494697,3
1173915,1495587,1
1394918,1495587,1
1495587,1508923,4
1495587,1509021,5
1495587,1514680,3
1495587,152338,1
1495587,1533011,43
1495587,1547860,4
1495587,1561938,3
1495587,1566170,1
1495587,1570102,4
1495587,1603900,2
1495587,1612579,39
1495587,1612584,8
1495587,161994,2
1495587,1623490,2
1495587,1626629,4
1495587,1633558,53
1495587,1636010,6
1495587,1639202,37
1495587,1660523,4
1495587,1681027,2
1495587,1682503,2
1495587,1687983,35
1495587,1691480,4
1495587,1695328,1
1495587,169797,1
1495587,1707585,32
1495587,1710420,2
1495587,1728164,1
1495587,1735326,2
1495587,1738212,4
1495587,1743350,1
1495587,1744503,7
1495587,1754028,2
1495587,1791156,40
1495587,1801335,4
1495587,1804735,2
1495587,1809285,8
1495587,1813262,36
1495587,1835505,4
1495587,1841960,6
1495587,1848529,34
1495587,184869,1
1495587,1871817,2
1495587,1873033,2
1495587,1874534,6
1495587,1881823,9
1495587,1944495,1
1495587,1946314,2
1495587,1947928,4
1495587,1960107,2
1495587,1981617,2
1495587,1991646,37
1495587,1996962,38
1495587,2000800,1
1495587,2026615,11
1495587,2076701,3
1495587,2091832,5
1495587,2094648,17
1495587,2095583,1
1495587,223773,2
1495587,312564,1
1495587,316323,1
1495587,375714,1
1495587,414676,1
1495587,437652,1
1495587,506611,1
1495587,516262,1
1495587,64694,1
1495587,703792,2
1495587,733140,2
1495587,848800,2
1495587,897556,1
1495587,904030,1
1495587,external1495587,8
1326471,1495961,3
1427875,1495961,1
1495961,1514680,2
1495961,1521668,2
1495961,1525975,8
1495961,1623490,9
1495961,1624321,4
1495961,1629394,20
1495961,1638051,3
1495961,1660523,6
1495961,1679345,5
1495961,1691480,8
1495961,1763715,3
1495961,1840656,1
1495961,1859190,1
1495961,1880065,2
1495961,1932614,2
1495961,1997596,8
1495961,1998752,7
1495961,2009087,2
1495961,2040759,2
1495961,2057133,3
1495961,2091832,11
1495961,345618,1
1495961,375714,1
1495961,993195,2
1495961,external1495961,3
1495984,external1495984,3
1496312,external1496312,2
1024085,1496683,2
1061215,1496683,3
109455,1496683,1
1109689,1496683,1
1157004,1496683,1
1188816,1496683,1
1209234,1496683,1
1225393,1496683,1
128920,1496683,2
129457,1496683,1
1305659,1496683,1
1379128,1496683,1
1428997,1496683,1
1446356,1496683,1
1461327,1496683,1
1480703,1496683,1
149057,1496683,1
1496683,1504044,3
1496683,1508923,1
1496683,1509307,3
1496683,1514680,3
1496683,1526716,2
1496683,1527441,6
1496683,1530719,5
1496683,1533011,3
1496683,1537249,2
1496683,1547150,4
1496683,1563928,1
1496683,1564521,1
1496683,1576297,3
1496683,1587254,4
1496683,1588412,2
1496683,1588767,3
1496683,1616474,5
1496683,1626629,1
1496683,1639202,3
1496683,1656259,10
1496683,1660523,3
1496683,1692925,2
1496683,1696753,4
1496683,1710420,1
1496683,1711423,3
1496683,1730554,2
1496683,1765818,1
1496683,1775516,5
1496683,1786133,2
1496683,1788018,1
1496683,1796737,2
1496683,1803705,7
1496683,1809285,3
1496683,1813380,3
1496683,1814880,1
1496683,1815816,2
1496683,1841960,8
1496683,1861552,3
1496683,1874534,1
1496683,1892706,3
1496683,1897980,1
1496683,1899557,3
1496683,1902375,3
1496683,1946142,4
1496683,1949435,3
1496683,1960107,3
1496683,1981617,1
1496683,1983777,2
1496683,1991168,4
1496683,1993180,9
1496683,1994470,3
1496683,1997596,4
1496683,1997632,3
1496683,2028099,3
1496683,2037299,3
1496683,2049559,6
1496683,2051549,1
1496683,2081231,2
1496683,2081562,2
1496683,2091426,2
1496683,265272,1
1496683,331408,1
1496683,374824,1
1496683,382365,3
1496683,428815,1
1496683,446167,1
1496683,449821,1
1496683,48628,1
1496683,499367,1
1496683,500451,1
1496683,543168,1
1496683,597706,1
1496683,6936,1
1496683,713254,1
1496683,723987,1
1496683,729698,1
1496683,731228,1
1496683,737575,1
1496683,742371,1
1496683,744541,1
1496683,772368,1
1496683,798854,1
1496683,813863,2
1496683,856573,2
1496683,919935,1
1496683,923924,1
1496683,934074,1
1496683,992263,1
1496683,external1496683,2
1497224,external1497224,5
1497676,1578523,26
1497676,1684033,31
1497676,1739364,27
1497676,1745223,28
1497676,1773283,24
1497676,1836075,29
1497676,1837146,27
1497676,1860181,26
1497676,1901680,24
1497676,1919714,28
1497676,1932220,27
1497676,external1497676,7
1498976,external1498976,1
1499757,external1499757,2
1089957,1499959,1
1250941,1499959,1
1269351,1499959,1
1305659,1499959,1
1326471,1499959,1
135051,1499959,1
1381453,1499959,1
1426301,1499959,1
1499959,1510830,26
1499959,1521668,3
1499959,1537207,4
1499959,1544742,35
1499959,1547860,14
1499959,1562105,30
1499959,1562625,30
1499959,1615550,18
1499959,1640943,2
1499959,1695419,36
1499959,1732392,27
1499959,1759695,37
1499959,1804735,3
1499959,1823310,14
1499959,1871332,26
1499959,1928375,5
1499959,1959217,26
1499959,1988049,10
1499959,1997596,1
1499959,2042540,33
1499959,2046348,34
1499959,2081231,2
1499959,2081562,42
1499959,504575,1
1499959,774775,1
1499959,856067,1
1499959,external1499959,3
1042152,1500409,3
1188816,1500409,3
1197655,1500409,3
122952,1500409,3
1252119,1500409,3
1415170,1500409,3
1446794,1500409,3
1500409,1511459,21
1500409,1565062,12
1500409,1754028,3
1500409,1755533,3
1500409,1791838,3
1500409,1838792,5
1500409,184869,3
1500409,1852766,21
1500409,1873033,3
1500409,1885677,4
1500409,1946314,4
1500409,2000800,3
1500409,2007219,5
1500409,2010383,3
1500409,302331,3
1500409,415477,3
1500409,462140,3
1500409,543168,3
1500409,566662,3
1500409,590105,3
1500409,71731,3
1500409,759256,3
1500409,762079,3
1500409,923924,3
1500409,external1500409,5
1501359,external1501359,4
1209234,1502547,4
1502547,external1502547,2
1002597,1504044,1
107173,1504044,1
1202675,1504044,1
1209234,1504044,1
1229660,1504044,2
1237943,1504044,1
1241516,1504044,3
1297867,1504044,1
1317574,1504044,1
1323723,1504044,1
1430803,1504044,2
149057,1504044,1
1504044,1510967,1
1504044,1513840,3
1504044,1522107,3
1504044,152338,1
1504044,1526716,1
1504044,1534016,1
1504044,1547150,17
1504044,1557777,26
1504044,1570944,22
1504044,1574967,3
1504044,1584300,2
1504044,1588412,2
1504044,1588767,2
1504044,1607944,22
1504044,1612579,3
1504044,1618056,19
1504044,1623490,2
1504044,1624321,6
1504044,1627198,3
1504044,1679345,5
1504044,1687201,1
1504044,1691480,1
1504044,1692925,2
1504044,1713904,25
1504044,1731054,3
1504044,1739457,2
1504044,1740829,1
1504044,1742829,8
1504044,1749548,3
1504044,1772919,1
1504044,1796737,1
1504044,1809285,1
1504044,1812811,1
1504044,1814880,1
1504044,1822625,2
1504044,1846010,27
1504044,1861552,2
1504044,1885933,3
1504044,1897980,2
1504044,1899557,6
1504044,1908858,2
1504044,1914254,1
1504044,191677,2
1504044,1928375,3
1504044,1932614,8
1504044,1941455,6
1504044,1946142,4
1504044,1993180,10
1504044,1994470,1
1504044,2017474,24
1504044,2040759,3
1504044,2057133,2
1504044,2080368,29
1504044,2081231,6
1504044,232490,2
1504044,239133,1
1504044,245969,2
1504044,286746,1
1504044,357179,1
1504044,499367,1
1504044,539386,2
1504044,560114,2
1504044,643918,3
1504044,716681,2
1504044,739949,1
1504044,742301,1
1504044,797317,2
1504044,801862,1
1504044,841314,2
1504044,849738,1
1504044,856573,1
1504044,872243,1
1504044,904030,1
1504044,970490,1
1504044,external1504044,3
1108132,1505024,1
1130496,1505024,2
1143856,1505024,1
1283332,1505024,2
1319602,1505024,1
1505024,1513766,1
1505024,1521668,2
1505024,1524498,2
1505024,1544742,3
1505024,1547150,2
1505024,156781,1
1505024,1618745,2
1505024,1632214,5
1505024,1638051,22
1505024,1683311,1
1505024,1711423,2
1505024,1786015,1
1505024,1813380,4
1505024,1909047,2
1505024,1944302,1
1505024,1946142,3
1505024,1947928,2
1505024,1991646,1
1505024,2035914,4
1505024,2079003,2
1505024,248437,1
1505024,43513,2
1505024,575483,2
1505024,686826,1
1505024,699874,1
1505024,731443,2
1505024,861939,1
1505024,968967,1
1505024,external1505024,4
1508277,external1508277,10
1132076,1508923,1
1152246,1508923,1
116009,1508923,1
1180958,1508923,1
1209234,1508923,1
1230993,1508923,1
1248270,1508923,1
1314558,1508923,1
1317574,1508923,1
1323723,1508923,1
1379128,1508923,3
1479571,1508923,1
1508923,1525103,1
1508923,1527441,38
1508923,1530719,5
1508923,1537207,46
1508923,1537249,6
1508923,1547860,4
1508923,1549219,9
1508923,1557777,2
1508923,1570102,44
1508923,1594431,5
1508923,1607547,3
1508923,1612579,2
1508923,161395,8
1508923,1616474,3
1508923,1636010,2
1508923,1638051,1
1508923,1660198,46
1508923,1691480,3
1508923,1711423,4
1508923,1713904,9
1508923,1750125,2
1508923,1763715,41
1508923,1786015,2
1508923,1788018,7
1508923,1791156,3
1508923,1796737,40
1508923,1797310,2
1508923,1809285,3
1508923,1812811,47
1508923,1815816,2
1508923,1830983,1
1508923,1859190,52
1508923,1861552,2
1508923,1873033,2
1508923,1873375,10
1508923,1874534,1
1508923,1901765,13
1508923,1911267,2
1508923,1932614,8
1508923,1936854,1
1508923,1993180,35
1508923,1994470,40
1508923,1997632,43
1508923,2000800,3
1508923,2038667,1
1508923,2042333,2
1508923,2049819,6
1508923,2051549,46
1508923,2089499,3
1508923,2091426,44
1508923,2091832,3
1508923,211950,1
1508923,256620,2
1508923,303603,1
1508923,342516,3
1508923,346310,1
1508923,398487,1
1508923,452530,3
1508923,506678,1
1508923,509441,1
1508923,545873,3
1508923,551928,1
1508923,557591,1
1508923,664389,1
1508923,703296,1
1508923,710414,3
1508923,753790,1
1508923,818140,2
1508923,821075,8
1508923,821721,1
1508923,959427,1
1508923,985107,2
1508923,external1508923,9
146240,1509021,1
1509021,1533011,4
1509021,1612579,3
1509021,1612584,12
1509021,1633558,7
1509021,1639202,4
1509021,1687983,2
1509021,1707585,2
1509021,1744503,12
1509021,1791156,2
1509021,1813262,3
1509021,1848529,2
1509021,1991646,2
1509021,1996962,1
1509021,2094648,24
1509021,897257,1
1203064,1509307,1
1274841,1509307,1
1342832,1509307,2
135051,1509307,2
1381640,1509307,2
1509307,1514680,16
1509307,1588412,17
1509307,161994,1
1509307,1623035,20
1509307,1623490,2
1509307,1638566,2
1509307,1643467,17
1509307,1678060,2
1509307,1681027,24
1509307,171002,1
1509307,1739457,1
1509307,1750125,7
1509307,1754028,1
1509307,1781105,5
1509307,1788413,3
1509307,1800174,8
1509307,1892706,2
1509307,1899557,16
1509307,1908858,17
1509307,1912012,4
1509307,1936854,5
1509307,1937657,3
1509307,1949435,4
1509307,1967769,22
1509307,1970360,7
1509307,2049819,1
1509307,306905,1
1509307,375714,1
1509307,393107,2
1509307,444761,2
1509307,462663,1
1509307,546825,2
1509307,7339,1
1509307,841015,2
1509307,938197,2
1509307,external1509307,2
1117298,1509340,1
1152233,1509340,1
1217112,1509340,1
1280922,1509340,1
1297867,1509340,1
1312277,1509340,1
1388022,1509340,2
1509340,1521668,3
1509340,1528665,10
1509340,1537249,3
1509340,1574967,2
1509340,1587254,1
1509340,1594431,4
1509340,1596977,2
1509340,1611783,2
1509340,1622104,3
1509340,1623490,3
1509340,1632214,2
1509340,1638566,4
1509340,1651940,2
1509340,1668783,1
1509340,1678785,3
1509340,169797,1
1509340,1750125,3
1509340,1754028,1
1509340,1764441,1
1509340,178304,1
1509340,1786015,2
1509340,179988,1
1509340,1814880,1
1509340,1822171,4
1509340,1830983,2
1509340,1881823,2
1509340,1885677,4
1509340,1892706,2
1509340,1899005,1
1509340,1909047,4
1509340,1941455,2
1509340,1944302,32
1509340,1944495,3
1509340,1960107,6
1509340,1981182,3
1509340,1983777,1
1509340,1991168,3
1509340,2001739,2
1509340,2010383,3
1509340,204101,1
1509340,2051549,6
1509340,2068147,1
1509340,2081231,6
1509340,2095583,7
1509340,250943,2
1509340,455752,2
1509340,48628,1
1509340,500451,1
1509340,574013,1
1509340,597706,1
1509340,727998,2
1509340,774775,1
1509340,813863,1
1509340,931698,2
1509340,985277,3
1509340,external1509340,5
1509635,1711423,15
1509635,external1509635,4
1058549,1510830,2
1132076,1510830,2
1231028,1510830,2
124408,1510830,2
1250700,1510830,1
135051,1510830,2
1437636,1510830,1
1510830,1532160,1
1510830,1537249,1
1510830,1544742,29
1510830,1562105,31
1510830,1562625,26
1510830,1595318,1
1510830,1612579,2
1510830,1615550,16
1510830,165328,1
1510830,1687983,5
1510830,1692925,2
1510830,1695419,26
1510830,1732392,24
1510830,1759695,28
1510830,1773176,6
1510830,1791156,1
1510830,1871332,21
1510830,1928375,3
1510830,1944302,1
1510830,1959217,26
1510830,1987765,1
1510830,1988049,7
1510830,1994470,3
1510830,2035914,2
1510830,2042540,22
1510830,2046348,23
1510830,2076701,3
1510830,2079003,2
1510830,2081562,29
1510830,396030,1
1510830,398292,1
1510830,419467,1
1510830,423456,1
1510830,756638,1
1510830,external1510830,3
1075446,1510967,2
1250941,1510967,1
1274841,1510967,2
13052,1510967,1
1350922,1510967,1
1423904,1510967,2
1426301,1510967,1
1461327,1510967,1
1485916,1510967,2
149057,1510967,1
1509340,1510967,1
1510967,1522107,3
1510967,1525103,1
1510967,1547860,1
1510967,1607944,3
1510967,1611783,3
1510967,1623490,2
1510967,1640943,3
1510967,164603,2
1510967,1660198,2
1510967,1679345,2
1510967,1692925,4
1510967,1742829,23
1510967,1788018,2
1510967,1812811,5
1510967,1823484,4
1510967,1836866,2
1510967,1840656,4
1510967,1861684,1
1510967,1932614,3
1510967,1944302,1
1510967,1944495,3
1510967,1946314,3
1510967,1946546,6
1510967,1971223,1
1510967,1991168,4
1510967,2068147,3
1510967,2081231,4
1510967,242900,2
1510967,37330,1
1510967,374824,2
1510967,445806,1
1510967,689330,1
1510967,918404,1
1510967,92759,1
1510967,963448,1
1510967,external1510967,5
1042152,1511459,7
1188816,1511459,8
1197655,1511459,8
122952,1511459,7
1252119,1511459,7
1415170,1511459,7
1446794,1511459,7
1511459,1565062,14
1511459,1754028,8
1511459,1755533,8
1511459,1791838,8
1511459,1838792,11
1511459,184869,7
1511459,1852766,21
1511459,1873033,8
1511459,1885677,8
1511459,1946314,9
1511459,2000800,8
1511459,2007219,9
1511459,2010383,7
1511459,302331,7
1511459,40881,8
1511459,415477,8
1511459,462140,8
1511459,543168,8
1511459,566662,8
1511459,590105,7
1511459,699874,8
1511459,71731,8
1511459,759256,7
1511459,762079,8
1511459,923924,8
1511459,external1511459,5
1512997,external1512997,5
1513120,1938066,6
1513120,external1513120,7
1082862,1513573,1
128533,1513573,2
1379128,1513573,2
1461327,1513573,2
1513573,1521668,1
1513573,1525975,30
1513573,1529852,3
1513573,1533011,3
1513573,1569963,29
1513573,1607547,20
1513573,1607917,3
1513573,1626629,4
1513573,1627198,2
1513573,1636010,22
1513573,1658699,9
1513573,1668783,5
1513573,1675667,4
1513573,1679345,29
1513573,1696753,2
1513573,1713404,2
1513573,1731552,3
1513573,1738212,2
1513573,1751670,4
1513573,1759022,22
1513573,1772176,9
1513573,1796737,1
1513573,1801335,23
1513573,1813380,2
1513573,1817739,24
1513573,1836866,5
1513573,1862567,27
1513573,1899557,2
1513573,1925213,4
1513573,1928375,31
1513573,1943228,32
1513573,1981182,28
1513573,1981617,24
1513573,1994470,2
1513573,2026615,26
1513573,2085655,2
1513573,273492,2
1513573,324556,2
1513573,459445,2
1513573,643918,2
1513573,685539,2
1513573,750980,2
1513573,845597,1
1513573,938179,2
1513573,external1513573,8
1024085,1513766,1
1088488,1513766,1
1116329,1513766,1
1202675,1513766,1
121745,1513766,1
1218456,1513766,1
1225393,1513766,1
1297877,1513766,1
1496683,1513766,1
1513766,1557777,2
1513766,1656259,5
1513766,1713904,4
1513766,1791156,1
1513766,2017474,1
1513766,583339,1
1513766,596587,1
1513766,704362,1
1513766,776705,1
1513766,external1513766,1
1002597,1513840,1
1027078,1513840,1
107173,1513840,1
127037,1513840,2
1280922,1513840,1
1283679,1513840,1
1391505,1513840,1
1513840,1529852,37
1513840,1534016,4
1513840,1563928,3
1513840,1570944,2
1513840,1574967,2
1513840,1607917,2
1513840,1623490,6
1513840,1632214,38
1513840,1638566,2
1513840,1640943,35
1513840,1678204,3
1513840,1678785,22
1513840,1691480,2
1513840,1707585,4
1513840,1728432,32
1513840,1740829,34
1513840,1742829,3
1513840,1756058,30
1513840,1764153,1
1513840,1796195,4
1513840,1812811,5
1513840,1836866,2
1513840,1858381,5
1513840,1861684,33
1513840,1865282,38
1513840,1906865,4
1513840,1932614,5
1513840,1944495,3
1513840,1946314,3
1513840,1960107,3
1513840,1975667,2
1513840,1980139,2
1513840,2035914,1
1513840,2037299,2
1513840,2041384,1
1513840,2045913,2
1513840,2057936,7
1513840,2076701,1
1513840,2079003,4
1513840,242900,2
1513840,444532,1
1513840,657215,2
1513840,737575,1
1513840,798854,1
1513840,800878,1
1513840,809736,1
1513840,841314,1
1513840,external1513840,3
1514367,1739814,17
1514367,external1514367,10
109455,1514680,2
1182208,1514680,1
1205461,1514680,1
1327711,1514680,1
1381640,1514680,2
1508923,1514680,2
1514680,1526716,4
1514680,1537249,3
1514680,1547860,1
1514680,1561938,2
1514680,1563653,2
1514680,1570102,6
1514680,1576297,4
1514680,1584300,2
1514680,1588412,22
1514680,1588767,3
1514680,1607944,3
1514680,1611783,7
1514680,1616474,5
1514680,161994,1
1514680,1622104,5
1514680,1623035,21
1514680,1627198,10
1514680,1643467,22
1514680,1681027,27
1514680,1691480,2
1514680,1696753,7
1514680,1710420,4
1514680,1730554,3
1514680,1756058,2
1514680,1763715,4
1514680,1800174,8
1514680,1840656,1
1514680,1841960,2
1514680,1859190,1
1514680,1882987,2
1514680,1897980,14
1514680,1899557,17
1514680,1908858,22
1514680,1912012,3
1514680,1937657,3
1514680,1967769,23
1514680,1970360,7
1514680,1981617,2
1514680,1987765,3
1514680,2081562,3
1514680,345382,1
1514680,345618,1
1514680,376187,1
1514680,393107,2
1514680,444761,2
1514680,546825,2
1514680,703792,1
1514680,769381,1
1514680,800878,1
1514680,848800,1
1514680,938197,2
1514680,95161,1
1514680,993195,1
1514680,external1514680,6
1515197,1594599,18
1515197,external1515197,1
1515466,1822171,16
1515466,external1515466,5
1516513,1737684,17
116009,1517572,2
1517572,1521668,7
1517572,1626629,3
1517572,1909047,2
1517572,2064523,25
1517572,external1517572,5
1517802,1947176,23
1517802,external1517802,3
1517929,external1517929,1
1518969,1912459,15
1518969,external1518969,2
1519004,1642758,15
1519004,external1519004,4
1520389,1739976,11
1520389,1848525,17
1520389,external1520389,7
1520446,external1520446,3
1520987,1999088,13
1520987,external1520987,3
1002597,1521668,1
1032029,1521668,1
104177,1521668,1
1048798,1521668,1
1060157,1521668,1
1152233,1521668,1
1181215,1521668,1
1289734,1521668,1
1317012,1521668,1
1388162,1521668,1
1492370,1521668,1
1495587,1521668,1
1521668,1522107,2
1521668,1530719,4
1521668,1549439,1
1521668,1562625,2
1521668,1588412,1
1521668,1595318,1
1521668,1607917,5
1521668,1616474,1
1521668,1626629,38
1521668,1627198,4
1521668,1632214,3
1521668,1638566,3
1521668,1643467,1
1521668,1660523,2
1521668,1678060,1
1521668,1683303,3
1521668,1696753,1
1521668,1728164,3
1521668,1739457,2
1521668,1754028,3
1521668,1756058,3
1521668,1791838,2
1521668,1813981,3
1521668,1817739,2
1521668,185523,1
1521668,1862567,3
1521668,1874534,3
1521668,1880065,5
1521668,1892706,2
1521668,1903719,7
1521668,1909047,41
1521668,1911267,2
1521668,1943228,4
1521668,1944302,1
1521668,1944495,5
1521668,1949435,3
1521668,1980626,2
1521668,1981617,1
1521668,1994470,3
1521668,1996962,2
1521668,1997596,2
1521668,1999729,4
1521668,2001739,4
1521668,2006561,3
1521668,2018684,3
1521668,2035914,2
1521668,2038667,2
1521668,2051549,2
1521668,2064523,14
1521668,2068147,1
1521668,2081231,3
1521668,2085655,2
1521668,226280,1
1521668,286210,1
1521668,31954,3
1521668,33417,1
1521668,338530,1
1521668,342516,1
1521668,36486,1
1521668,43513,1
1521668,530908,2
1521668,597706,1
1521668,664389,1
1521668,667855,1
1521668,668211,2
1521668,670093,1
1521668,810123,1
1521668,838917,3
1521668,841314,1
1521668,910939,1
1521668,931049,1
1521668,943737,1
1521668,963148,1
1521668,985277,1
1521668,99609,1
1521668,external1521668,2
1029726,1522107,1
1032029,1522107,1
1053224,1522107,1
1108000,1522107,1
1129455,1522107,1
116009,1522107,2
1230148,1522107,1
128533,1522107,1
1300247,1522107,2
13052,1522107,1
1349992,1522107,1
1351556,1522107,1
143415,1522107,1
1485450,1522107,1
1490672,1522107,1
1494148,1522107,1
1509340,1522107,2
1522107,1526716,2
1522107,1562625,1
1522107,1566170,2
1522107,1588412,2
1522107,1588767,1
1522107,1603900,2
1522107,1607917,1
1522107,1623035,1
1522107,1624321,3
1522107,164603,1
1522107,1660523,1
1522107,1679345,5
1522107,1681027,1
1522107,1682503,1
1522107,1687776,2
1522107,1687983,2
1522107,1691480,3
1522107,1692925,1
1522107,1695419,1
1522107,1696241,2
1522107,1728432,2
1522107,1730554,1
1522107,1731552,2
1522107,1742829,1
1522107,1755533,2
1522107,1759695,2
1522107,1770468,2
1522107,1772919,1
1522107,1786015,1
1522107,1788018,2
1522107,1812811,5
1522107,1813981,1
1522107,1822625,2
1522107,1835505,2
1522107,1836866,1
1522107,1840656,2
1522107,184869,1
1522107,1871817,1
1522107,1908858,3
1522107,1909047,2
1522107,1911267,2
1522107,1914254,1
1522107,1932614,9
1522107,1938066,3
1522107,1944302,4
1522107,1967769,1
1522107,1971223,6
1522107,1993180,7
1522107,1994470,1
1522107,1997596,1
1522107,2018684,2
1522107,2026615,1
1522107,2035914,9
1522107,2041384,3
1522107,2057133,5
1522107,2068147,1
1522107,2081231,40
1522107,2083613,4
1522107,2084304,1
1522107,2085655,1
1522107,210814,1
1522107,224128,2
1522107,232490,1
1522107,241972,1
1522107,248178,1
1522107,250943,1
1522107,266280,1
1522107,275317,1
1522107,287675,1
1522107,295863,1
1522107,327024,1
1522107,342516,1
1522107,345382,2
1522107,353069,1
1522107,357179,1
1522107,412610,4
1522107,432283,2
1522107,439105,2
1522107,445806,1
1522107,492974,1
1522107,509358,1
1522107,511781,1
1522107,545873,2
1522107,575483,1
1522107,602428,1
1522107,666534,1
1522107,703402,1
1522107,724433,1
1522107,724670,1
1522107,73216,1
1522107,7339,1
1522107,750980,1
1522107,774775,1
1522107,813636,1
1522107,861939,1
1522107,897257,1
1522107,904030,2
1522107,931049,1
1522107,937230,1
1522107,970547,1
1522107,external1522107,5
1040142,1522908,1
1224245,1522908,1
128533,1522908,1
1292929,1522908,1
1397469,1522908,3
1448061,1522908,3
1461327,1522908,1
1485916,1522908,1
1509340,1522908,1
1522908,1528665,3
1522908,1547150,1
1522908,1547860,1
1522908,1594431,10
1522908,1595784,13
1522908,1611783,1
1522908,1623490,2
1522908,1640943,6
1522908,1643468,2
1522908,1678785,2
1522908,1695328,33
1522908,1747170,40
1522908,1750125,1
1522908,1791838,3
1522908,1809285,4
1522908,1840656,34
1522908,1846280,37
1522908,1941455,10
1522908,1942625,43
1522908,1949435,5
1522908,1960107,3
1522908,197811,1
1522908,1980626,1
1522908,1997596,2
1522908,2001739,1
1522908,2013273,41
1522908,2015129,30
1522908,2068147,30
1522908,2081231,4
1522908,2089499,26
1522908,2095583,4
1522908,224128,1
1522908,378101,1
1522908,412610,1
1522908,504575,1
1522908,580461,1
1522908,772368,2
1522908,805298,1
1522908,910527,1
1522908,910939,1
1522908,970012,1
1522908,970490,1
1522908,external1522908,2
1523396,external1523396,3
1523933,1629590,15
1523933,external1523933,5
1524136,1527648,28
1524136,1998550,29
1524136,2087553,19
1524136,external1524136,3
109455,1524498,1
1305659,1524498,1
1366676,1524498,1
1513766,1524498,1
1524498,1588412,1
1524498,1594431,24
1524498,1612579,3
1524498,1651940,37
1524498,1678060,2
1524498,1683311,1
1524498,1696241,1
1524498,1706538,31
1524498,1711423,1
1524498,1738212,3
1524498,1743350,1
1524498,1764153,5
1524498,1770468,34
1524498,1786015,22
1524498,1791156,2
1524498,1796195,31
1524498,1797310,2
1524498,1813380,3
1524498,1815816,23
1524498,1830983,25
1524498,1936854,26
1524498,1941455,32
1524498,1946142,25
1524498,1981617,2
1524498,1991168,4
1524498,2035914,1
1524498,2047880,42
1524498,2089499,1
1524498,248437,1
1524498,321318,1
1524498,383458,3
1524498,446167,2
1524498,459445,1
1524498,644063,1
1524498,677589,1
1524498,686826,1
1524498,774798,1
1524498,992334,1
1524498,external1524498,3
1008448,1525028,4
1379128,1525028,4
1525028,1537249,12
1525028,1576297,4
1525028,1753118,7
1525028,1813981,12
1525028,1942120,17
1525028,1998752,8
1525028,2006561,4
1525028,2037299,14
1525028,2040759,4
1525028,239133,3
1525028,423456,3
1525028,442534,3
1525028,525932,4
1525028,713254,4
1525028,external1525028,3
1323723,1525103,1
1461327,1525103,1
1525103,1530719,3
1525103,1711423,2
1525103,1714092,11
1525103,1836866,4
1525103,1931368,6
1525103,2042333,2
1525103,963448,1
1525103,external1525103,6
1084500,1525975,1
1148414,1525975,1
